tool,execution_id,project,caller_class,callee_class,type,covered_lines,total_lines,line_coverage_perc,killed_mutants,total_mutants,mutation_coverage_perc
evosuite-caller5,15,mockito,org.mockito.cglib.core.CodeEmitter,org.mockito.cglib.core.TypeUtils,call,78,207,38,151,725,21
randoop,15,mockito,org.mockito.cglib.core.CodeEmitter,org.mockito.cglib.core.TypeUtils,call,0,190,0,0,509,0
randoop-callee5,15,mockito,org.mockito.cglib.core.CodeEmitter,org.mockito.cglib.core.TypeUtils,call,168,207,81,497,725,69
randoop-caller5,15,mockito,org.mockito.cglib.core.CodeEmitter,org.mockito.cglib.core.TypeUtils,call,45,207,22,0,725,0
cling,15,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.ReflectUtils,call,0,200,0,0,518,0
evosuite-callee5,15,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.ReflectUtils,call,155,200,78,201,518,39
evosuite-caller5,15,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.ReflectUtils,call,49,200,25,8,518,2
randoop,15,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.ReflectUtils,call,174,202,86,320,518,62
randoop-callee5,15,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.ReflectUtils,call,130,202,64,180,518,35
randoop-caller5,15,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.ReflectUtils,call,76,202,38,69,518,13
cling,15,mockito,org.mockito.cglib.transform.impl.AddDelegateTransformer,org.mockito.cglib.core.ReflectUtils,call,0,200,0,0,518,0
evosuite-callee5,15,mockito,org.mockito.cglib.transform.impl.AddDelegateTransformer,org.mockito.cglib.core.ReflectUtils,call,155,200,78,201,518,39
evosuite-caller5,15,mockito,org.mockito.cglib.transform.impl.AddDelegateTransformer,org.mockito.cglib.core.ReflectUtils,call,24,200,12,0,518,0
randoop,15,mockito,org.mockito.cglib.transform.impl.AddDelegateTransformer,org.mockito.cglib.core.ReflectUtils,call,0,190,0,0,509,0
randoop-callee5,15,mockito,org.mockito.cglib.transform.impl.AddDelegateTransformer,org.mockito.cglib.core.ReflectUtils,call,130,202,64,180,518,35
randoop-caller5,15,mockito,org.mockito.cglib.transform.impl.AddDelegateTransformer,org.mockito.cglib.core.ReflectUtils,call,0,202,0,0,518,0
cling,15,math,org.apache.commons.math.fraction.ProperFractionFormat,org.apache.commons.math.fraction.FractionFormat,sub/super,56,86,65,82,171,48
evosuite-callee5,15,math,org.apache.commons.math.fraction.ProperFractionFormat,org.apache.commons.math.fraction.FractionFormat,sub/super,0,86,0,0,171,0
evosuite-caller5,15,math,org.apache.commons.math.fraction.ProperFractionFormat,org.apache.commons.math.fraction.FractionFormat,sub/super,44,86,51,54,171,32
randoop,15,math,org.apache.commons.math.fraction.ProperFractionFormat,org.apache.commons.math.fraction.FractionFormat,sub/super,0,190,0,0,509,0
randoop-callee5,15,math,org.apache.commons.math.fraction.ProperFractionFormat,org.apache.commons.math.fraction.FractionFormat,sub/super,78,86,91,140,171,82
randoop-caller5,15,math,org.apache.commons.math.fraction.ProperFractionFormat,org.apache.commons.math.fraction.FractionFormat,sub/super,79,86,92,141,171,82
cling,15,math,org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic,org.apache.commons.math.stat.descriptive.moment.Variance,sub/super,29,67,43,36,150,24
evosuite-callee5,15,math,org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic,org.apache.commons.math.stat.descriptive.moment.Variance,sub/super,0,67,0,0,150,0
evosuite-caller5,15,math,org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic,org.apache.commons.math.stat.descriptive.moment.Variance,sub/super,9,67,13,1,150,1
randoop,15,math,org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic,org.apache.commons.math.stat.descriptive.moment.Variance,sub/super,67,67,100,128,150,85
randoop-callee5,15,math,org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic,org.apache.commons.math.stat.descriptive.moment.Variance,sub/super,67,67,100,125,150,83
randoop-caller5,15,math,org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic,org.apache.commons.math.stat.descriptive.moment.Variance,sub/super,0,,0,0,,0
cling,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.DormandPrince853Integrator,sub/super,15,24,63,30,115,26
evosuite-callee5,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.DormandPrince853Integrator,sub/super,0,24,0,0,115,0
evosuite-caller5,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.DormandPrince853Integrator,sub/super,13,24,54,29,115,25
randoop,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.DormandPrince853Integrator,sub/super,9,24,38,5,115,4
randoop-callee5,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.DormandPrince853Integrator,sub/super,9,24,38,5,115,4
randoop-caller5,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.DormandPrince853Integrator,sub/super,0,24,0,0,115,0
cling,15,math,org.apache.commons.math.analysis.MullerSolver,org.apache.commons.math.analysis.UnivariateRealSolverImpl,sub/super,41,60,68,100,159,63
evosuite-callee5,15,math,org.apache.commons.math.analysis.MullerSolver,org.apache.commons.math.analysis.UnivariateRealSolverImpl,sub/super,0,60,0,0,159,0
evosuite-caller5,15,math,org.apache.commons.math.analysis.MullerSolver,org.apache.commons.math.analysis.UnivariateRealSolverImpl,sub/super,30,60,50,47,159,30
randoop,15,math,org.apache.commons.math.analysis.MullerSolver,org.apache.commons.math.analysis.UnivariateRealSolverImpl,sub/super,4,60,7,3,159,2
randoop-callee5,15,math,org.apache.commons.math.analysis.MullerSolver,org.apache.commons.math.analysis.UnivariateRealSolverImpl,sub/super,0,,0,0,,0
randoop-caller5,15,math,org.apache.commons.math.analysis.MullerSolver,org.apache.commons.math.analysis.UnivariateRealSolverImpl,sub/super,4,60,7,3,159,2
cling,15,math,org.apache.commons.math.distribution.AbstractIntegerDistribution,org.apache.commons.math.distribution.HypergeometricDistributionImpl,sub/super,42,63,67,69,150,46
evosuite-callee5,15,math,org.apache.commons.math.distribution.AbstractIntegerDistribution,org.apache.commons.math.distribution.HypergeometricDistributionImpl,sub/super,0,63,0,0,150,0
evosuite-caller5,15,math,org.apache.commons.math.distribution.AbstractIntegerDistribution,org.apache.commons.math.distribution.HypergeometricDistributionImpl,sub/super,39,63,62,67,150,45
randoop,15,math,org.apache.commons.math.distribution.AbstractIntegerDistribution,org.apache.commons.math.distribution.HypergeometricDistributionImpl,sub/super,63,63,100,150,150,100
randoop-callee5,15,math,org.apache.commons.math.distribution.AbstractIntegerDistribution,org.apache.commons.math.distribution.HypergeometricDistributionImpl,sub/super,63,63,100,142,150,95
randoop-caller5,15,math,org.apache.commons.math.distribution.AbstractIntegerDistribution,org.apache.commons.math.distribution.HypergeometricDistributionImpl,sub/super,0,,0,0,,0
cling,15,math,org.apache.commons.math.ode.GraggBulirschStoerStepInterpolator,org.apache.commons.math.ode.AbstractStepInterpolator,sub/super,71,91,78,37,131,28
evosuite-callee5,15,math,org.apache.commons.math.ode.GraggBulirschStoerStepInterpolator,org.apache.commons.math.ode.AbstractStepInterpolator,sub/super,77,91,85,44,131,34
evosuite-caller5,15,math,org.apache.commons.math.ode.GraggBulirschStoerStepInterpolator,org.apache.commons.math.ode.AbstractStepInterpolator,sub/super,68,91,75,28,131,21
randoop,15,math,org.apache.commons.math.ode.GraggBulirschStoerStepInterpolator,org.apache.commons.math.ode.AbstractStepInterpolator,sub/super,0,190,0,0,509,0
randoop-callee5,15,math,org.apache.commons.math.ode.GraggBulirschStoerStepInterpolator,org.apache.commons.math.ode.AbstractStepInterpolator,sub/super,0,,0,0,,0
randoop-caller5,15,math,org.apache.commons.math.ode.GraggBulirschStoerStepInterpolator,org.apache.commons.math.ode.AbstractStepInterpolator,sub/super,0,,0,0,,0
cling,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.HighamHall54Integrator,sub/super,10,20,50,15,50,30
evosuite-callee5,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.HighamHall54Integrator,sub/super,20,20,100,22,50,44
evosuite-caller5,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.HighamHall54Integrator,sub/super,7,20,35,0,50,0
randoop,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.HighamHall54Integrator,sub/super,10,20,50,5,50,10
randoop-callee5,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.HighamHall54Integrator,sub/super,10,20,50,5,50,10
randoop-caller5,15,math,org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator,org.apache.commons.math.ode.HighamHall54Integrator,sub/super,0,,0,0,,0
cling,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.AdaptiveStepsizeIntegrator,sub/super,81,91,89,90,278,32
evosuite-callee5,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.AdaptiveStepsizeIntegrator,sub/super,0,91,0,0,278,0
evosuite-caller5,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.AdaptiveStepsizeIntegrator,sub/super,72,91,79,52,278,19
randoop,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.AdaptiveStepsizeIntegrator,sub/super,53,91,58,61,278,22
randoop-callee5,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.AdaptiveStepsizeIntegrator,sub/super,0,,0,0,,0
randoop-caller5,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.AdaptiveStepsizeIntegrator,sub/super,56,91,62,40,278,14
cling,15,math,org.apache.commons.math.ode.AbstractStepInterpolator,org.apache.commons.math.ode.DormandPrince853StepInterpolator,sub/super,75,91,82,74,398,19
evosuite-callee5,15,math,org.apache.commons.math.ode.AbstractStepInterpolator,org.apache.commons.math.ode.DormandPrince853StepInterpolator,sub/super,0,91,0,0,398,0
evosuite-caller5,15,math,org.apache.commons.math.ode.AbstractStepInterpolator,org.apache.commons.math.ode.DormandPrince853StepInterpolator,sub/super,1,91,1,0,398,0
randoop,15,math,org.apache.commons.math.ode.AbstractStepInterpolator,org.apache.commons.math.ode.DormandPrince853StepInterpolator,sub/super,0,190,0,0,509,0
randoop-callee5,15,math,org.apache.commons.math.ode.AbstractStepInterpolator,org.apache.commons.math.ode.DormandPrince853StepInterpolator,sub/super,0,,0,0,,0
randoop-caller5,15,math,org.apache.commons.math.ode.AbstractStepInterpolator,org.apache.commons.math.ode.DormandPrince853StepInterpolator,sub/super,0,,0,0,,0
cling,15,math,org.apache.commons.math.optimization.NelderMead,org.apache.commons.math.optimization.DirectSearchOptimizer,sub/super,93,112,83,129,223,58
evosuite-callee5,15,math,org.apache.commons.math.optimization.NelderMead,org.apache.commons.math.optimization.DirectSearchOptimizer,sub/super,0,112,0,0,223,0
evosuite-caller5,15,math,org.apache.commons.math.optimization.NelderMead,org.apache.commons.math.optimization.DirectSearchOptimizer,sub/super,85,112,76,111,223,50
randoop,15,math,org.apache.commons.math.optimization.NelderMead,org.apache.commons.math.optimization.DirectSearchOptimizer,sub/super,87,112,78,58,223,26
randoop-callee5,15,math,org.apache.commons.math.optimization.NelderMead,org.apache.commons.math.optimization.DirectSearchOptimizer,sub/super,0,,0,0,,0
randoop-caller5,15,math,org.apache.commons.math.optimization.NelderMead,org.apache.commons.math.optimization.DirectSearchOptimizer,sub/super,87,112,78,59,223,26
cling,15,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,call,98,128,77,374,635,59
evosuite-callee5,15,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,call,122,128,95,405,635,64
evosuite-caller5,15,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,call,59,128,46,184,635,29
randoop,15,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,call,123,128,96,521,635,82
randoop-callee5,15,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,call,121,128,95,441,635,69
randoop-caller5,15,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,call,0,128,0,0,635,0
cling,15,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,call,41,83,49,15,283,5
evosuite-callee5,15,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,call,83,83,100,139,283,49
evosuite-caller5,15,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,call,50,83,60,47,283,17
randoop,15,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,call,2,83,2,0,283,0
randoop-callee5,15,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,call,2,83,2,0,283,0
randoop-caller5,15,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,call,0,83,0,0,283,0
cling,15,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,0,220,0,0,893,0
evosuite-callee5,15,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,0,220,0,0,893,0
evosuite-caller5,15,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,6,220,3,15,893,2
randoop,15,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,0,190,0,0,509,0
randoop-callee5,15,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,166,220,75,600,893,67
randoop-caller5,15,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,call,4,220,2,27,893,3
cling,15,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,0,220,0,0,893,0
evosuite-callee5,15,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,0,220,0,0,893,0
evosuite-caller5,15,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,2,220,1,0,893,0
randoop,15,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,0,190,0,0,509,0
randoop-callee5,15,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,166,220,75,600,893,67
randoop-caller5,15,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,call,0,220,0,0,893,0
cling,15,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,0,220,0,0,893,0
evosuite-callee5,15,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,0,220,0,0,893,0
evosuite-caller5,15,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,3,220,1,15,893,2
randoop,15,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,0,190,0,0,509,0
randoop-callee5,15,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,166,220,75,600,893,67
randoop-caller5,15,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,call,1,220,0,13,893,1
cling,15,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,105,141,74,154,305,50
evosuite-callee5,15,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,0,141,0,0,305,0
evosuite-caller5,15,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,47,141,33,29,305,10
randoop,15,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,138,141,98,252,305,83
randoop-callee5,15,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,138,141,98,251,305,82
randoop-caller5,15,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,call,38,141,27,39,305,13
cling,15,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,93,128,73,352,635,55
evosuite-callee5,15,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,122,128,95,405,635,64
evosuite-caller5,15,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,21,128,16,15,635,2
randoop,15,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,0,190,0,0,509,0
randoop-callee5,15,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,121,128,95,441,635,69
randoop-caller5,15,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,call,21,128,16,15,635,2
cling,15,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,75,415,18,108,1175,9
evosuite-callee5,15,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,0,415,0,0,1175,0
evosuite-caller5,15,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,74,415,18,99,1175,8
randoop,15,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,0,190,0,0,509,0
randoop-callee5,15,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,337,415,81,756,1175,64
randoop-caller5,15,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,call,80,415,19,111,1175,9
cling,15,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,69,91,76,43,131,33
evosuite-callee5,15,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,77,91,85,44,131,34
evosuite-caller5,15,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,54,91,59,22,131,17
randoop,15,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,0,91,0,0,131,0
randoop-callee5,15,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,0,,0,0,,0
randoop-caller5,15,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,call,0,91,0,0,131,0
cling,15,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,60,70,86,91,188,48
evosuite-callee5,15,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,62,70,89,78,188,41
evosuite-caller5,15,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,43,70,61,29,188,15
randoop,15,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,20,70,29,11,188,6
randoop-callee5,15,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,0,,0,0,,0
randoop-caller5,15,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,call,20,70,29,11,188,6
cling,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,37,50,74,47,117,40
evosuite-callee5,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,35,50,70,48,117,41
evosuite-caller5,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,34,50,68,17,117,15
randoop,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,28,50,56,42,117,36
randoop-callee5,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,28,50,56,42,117,36
randoop-caller5,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,call,8,50,16,2,117,2
cling,15,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,29,53,55,37,127,29
evosuite-callee5,15,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,0,53,0,0,127,0
evosuite-caller5,15,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,29,53,55,38,127,30
randoop,15,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,51,53,96,118,127,93
randoop-callee5,15,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,51,53,96,119,127,94
randoop-caller5,15,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,call,30,53,57,28,127,22
cling,15,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,44,140,31,36,363,10
evosuite-callee5,15,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,138,140,99,238,363,66
evosuite-caller5,15,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,43,140,31,61,363,17
randoop,15,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,0,190,0,0,509,0
randoop-callee5,15,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,128,140,91,286,363,79
randoop-caller5,15,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,call,44,140,31,64,363,18
cling,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,55,83,66,124,294,42
evosuite-callee5,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,0,83,0,0,294,0
evosuite-caller5,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,46,83,55,79,294,27
randoop,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,83,83,100,284,294,97
randoop-callee5,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,82,83,99,255,294,87
randoop-caller5,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.Vector3D,call,24,83,29,38,294,13
cling,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,2,2,100,0,4,0
evosuite-callee5,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,0,2,0,0,4,0
evosuite-caller5,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,2,2,100,0,4,0
randoop,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,2,2,100,4,4,100
randoop-callee5,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,2,2,100,4,4,100
randoop-caller5,15,math,org.apache.commons.math.geometry.Rotation,org.apache.commons.math.geometry.CardanEulerSingularityException,call,2,2,100,0,4,0
cling,15,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,18,28,64,16,76,21
evosuite-callee5,15,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,0,28,0,0,76,0
evosuite-caller5,15,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,13,28,46,25,76,33
randoop,15,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,25,28,89,62,76,82
randoop-callee5,15,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,0,,0,0,,0
randoop-caller5,15,lang,org.apache.commons.lang3.text.translate.UnicodeEscaper,org.apache.commons.lang3.text.translate.CharSequenceTranslator,sub/super,25,28,89,62,76,82
cling,15,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,3,4,75,0,7,0
evosuite-callee5,15,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,0,4,0,0,7,0
evosuite-caller5,15,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,4,4,100,6,7,86
randoop,15,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,4,4,100,7,7,100
randoop-callee5,15,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,0,,0,0,,0
randoop-caller5,15,lang,org.apache.commons.lang3.text.StrMatcher,org.apache.commons.lang3.text.StrMatcher$CharMatcher,sub/super,0,,0,0,,0
cling,15,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,26,33,79,40,63,63
evosuite-callee5,15,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,27,33,82,46,63,73
evosuite-caller5,15,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,24,33,73,36,63,57
randoop,15,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,29,33,88,48,63,76
randoop-callee5,15,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,0,,0,0,,0
randoop-caller5,15,lang,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,org.apache.commons.lang3.concurrent.BackgroundInitializer,sub/super,29,33,88,48,63,76
cling,15,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,30,132,23,47,222,21
evosuite-callee5,15,lang,org.apache.commons.lang3.builder.ReflectionToStringBuilder,org.apache.commons.lang3.builder.ToStringBuilder,sub/super,132,132,100,176,222,79
